ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
255289_at	0.6276432	3.44E-01	-0.96254179	-5.812596	0.01807453	AT4G04690	F-box and associated interaction domains-containing protein
266023_at	0.6276432	3.44E-01	-0.96246574	-5.812667	0.01803521	AT2G05930	pseudo
260641_at	0.6276432	3.44E-01	-0.96244906	-5.812682	0.018023	AT1G53200	hypothetical protein
262874_at	0.6276432	3.44E-01	-0.96244797	-5.812683	0.01798388	AT1G65020	flower development-related protein
249349_at	0.6276841	3.44E-01	-0.96234649	-5.812777	0.01794481	MYB24	myb domain protein 24
254311_at	0.6278481	3.44E-01	0.96206335	-5.813041	0.01793222	AT4G22440	hypothetical protein
255057_at	0.6278481	3.44E-01	-0.96205203	-5.813051	0.01786983	AT4G09840	hypothetical protein
248978_at	0.6280244	3.45E-01	-0.9616693	-5.813407	0.01786581	PP2-A8	protein PHLOEM PROTEIN 2-LIKE A8
257252_at	0.6280244	3.45E-01	-0.96164172	-5.813432	0.01786054	GR1	glutathione-disulfide reductase
257824_at	0.6280244	3.45E-01	-0.96161511	-5.813457	0.01784409	AT3G25290	auxin-responsive family protein
249367_at	0.6280244	3.45E-01	0.96156372	-5.813505	0.01779871	AT5G40630	ubiquitin family protein
265090_at	0.6280244	3.45E-01	0.96154464	-5.813523	0.01779508	AT1G03960	calcium-binding EF-hand-containing protein
256552_at	0.6280244	3.45E-01	-0.96147693	-5.813586	0.0177139	AT3G31350	hypothetical protein
264285_at	0.6280244	3.45E-01	0.96139972	-5.813657	0.01768171	ATG8C	autophagy-related protein 8c
264515_at	0.6280244	3.45E-01	-0.96138361	-5.813672	0.01764352	AT1G10090	Early-responsive to dehydration stress protein ERD4
251691_at	0.6280244	3.45E-01	0.96132572	-5.813726	0.0176162	AT3G56520	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
253225_at	0.6280244	3.45E-01	-0.96124876	-5.813798	0.01758755	RAC3	Rac-like GTP-binding protein ARAC3
246258_at	0.6280244	3.45E-01	0.96124011	-5.813806	0.01750696	AT1G31840	pentatricopeptide (PPR) repeat-containing protein
254913_at	0.6281038	3.45E-01	0.96103266	-5.813998	0.01743133	AT4G11270	transducin/WD40 domain-containing protein
266119_at	0.6281038	3.45E-01	0.96099303	-5.814035	0.01740853	LCR69	defensin-like protein 2
262493_at	0.6281038	3.45E-01	0.96098389	-5.814043	0.01740847	AT1G21660	Chaperone DnaJ-domain superfamily protein
261791_at	0.6282486	3.45E-01	0.96076685	-5.814245	0.01738468	AT1G16170	hypothetical protein
256956_at	0.6286553	3.45E-01	0.96025861	-5.814717	0.01738456	AT3G13410	hypothetical protein
263099_at	0.6286981	3.45E-01	0.96015507	-5.814813	0.01729049	AT2G05200	pseudo
265962_at	0.6288772	3.46E-01	-0.95980949	-5.815133	0.01724864	AT2G37460	nodulin MtN21-like transporter family protein
246460_at	0.6288772	3.46E-01	-0.95979733	-5.815145	0.01721111	CSLD2	cellulose synthase-like protein D2
262076_at	0.6288772	3.46E-01	-0.95978807	-5.815153	0.01720704	MPK2	mitogen-activated protein kinase 2
256094_at	0.6289331	3.46E-01	-0.95966999	-5.815263	0.01718669	SAUL1	senescence-associated E3 ubiquitin ligase 1
260601_at	0.6290523	3.46E-01	-0.9594815	-5.815437	0.0170886	ZIP11	putative zinc transporter ZIP2 - like protein
265387_at	0.6290762	3.46E-01	0.95939894	-5.815514	0.01702534	AT2G20670	hypothetical protein
266143_at	0.6291043	3.46E-01	0.95931175	-5.815595	0.0169871	AT2G38905	Low temperature and salt responsive protein
263894_at	0.6292287	3.46E-01	-0.95911757	-5.815775	0.01696658	CYP96A5	"cytochrome P450, family 96, subfamily A, polypeptide 5"
249662_s_at	0.629318	3.46E-01	-0.9589276	-5.815951	0.01695734	AT5G36770///AT5G36680	hypothetical protein///hypothetical protein
255327_at	0.629318	3.46E-01	-0.9588548	-5.816018	0.01695562	AT4G04320	malonyl-CoA decarboxylase
249898_at	0.629318	3.46E-01	-0.95885039	-5.816022	0.016875	INV-E	alkaline/neutral invertase
255935_at	0.6293279	3.46E-01	0.95878348	-5.816084	0.01685155	AT1G12700	RNA processing factor1
256537_at	0.6293795	3.46E-01	0.95867016	-5.816189	0.01675636	AT1G33340	ENTH/ANTH/VHS superfamily protein
256259_at	0.629508	3.46E-01	-0.95836817	-5.816469	0.01670292	AT3G12460	"polynucleotidyl transferase, ribonuclease H-like superfamily protein"
246539_at	0.629508	3.46E-01	0.95835474	-5.816482	0.01669354	MUB2	membrane-anchored ubiquitin-fold protein 2
256324_at	0.629508	3.46E-01	0.95824837	-5.81658	0.01667554	AT1G66760	MATE efflux family protein
251725_at	0.629508	3.46E-01	0.95822853	-5.816598	0.01666261	AT3G56260	hypothetical protein
263107_at	0.629508	3.46E-01	-0.95817922	-5.816644	0.01666074	CYP705A6	"cytochrome P450, family 705, subfamily A, polypeptide 6"
257091_at	0.629508	3.46E-01	0.95812403	-5.816695	0.01660227	POLGAMMA1	polymerase gamma 1
262852_at	0.629508	3.46E-01	0.95809447	-5.816723	0.01658671	AT1G20910	ARID/BRIGHT DNA-binding domain-containing protein
264977_at	0.629508	3.46E-01	-0.95807984	-5.816736	0.0165382	AT1G27090	uncharacterized glycine-rich protein
266966_at	0.6295755	3.46E-01	0.9579489	-5.816857	0.01650858	AT2G39520	hypothetical protein
253083_at	0.6295793	3.47E-01	0.95788082	-5.81692	0.01649754	ALDH3F1	aldehyde dehydrogenase 3F1
259062_at	0.6295793	3.47E-01	0.95778798	-5.817006	0.01648007	AT3G07440	hypothetical protein
267327_at	0.6295793	3.47E-01	0.95777691	-5.817017	0.01644632	AT2G19410	U-box domain-containing protein 34
251272_at	0.6297011	3.47E-01	-0.95758553	-5.817194	0.01642638	HB-12	homeobox-leucine zipper protein ATHB-12
263281_at	0.6297665	3.47E-01	0.95745694	-5.817313	0.01639121	AT2G14160	RNA-binding (RRM/RBD/RNP motifs) family protein
251011_at	0.6297837	3.47E-01	0.95733696	-5.817424	0.01634842	HTA12	histone H2A 12
250726_at	0.6297837	3.47E-01	-0.95727319	-5.817483	0.0162815	AT5G06410	molecular chaperone HscB
260717_at	0.6297837	3.47E-01	-0.95723837	-5.817515	0.01622405	AT1G48120	serine/threonine-protein phosphatase 7 long form homolog
263533_at	0.6297837	3.47E-01	0.95721421	-5.817537	0.01620797	TIC55-II	translocon at the inner envelope membrane of chloroplasts 55-II
253238_at	0.6298557	3.47E-01	-0.95707821	-5.817663	0.01617784	AT4G34480	"glucan endo-1,3-beta-glucosidase 7"
267181_at	0.6300713	3.47E-01	-0.95678277	-5.817936	0.01617236	AT2G37760	aldo-keto reductase family 4 member C8
249440_at	0.630114	3.47E-01	-0.95667942	-5.818032	0.01617199	AT5G40030	protein kinase family protein
250902_at	0.6301816	3.47E-01	-0.95653868	-5.818162	0.01604459	AT5G03590	GDSL esterase/lipase
249792_at	0.6301816	3.47E-01	0.95645015	-5.818244	0.01601486	PHS1	dual specificity protein phosphatase PHS1
248540_at	0.6301816	3.47E-01	0.95643658	-5.818256	0.01598976	FRO8	ferric reduction oxidase 8
265552_at	0.630208	3.47E-01	-0.95635139	-5.818335	0.01598662	HA6	H(+)-ATPase 6
259371_at	0.6302212	3.47E-01	0.95626604	-5.818414	0.01597936	AT1G69080	adenine nucleotide alpha hydrolases-like protein
265758_at	0.6302212	3.47E-01	-0.95615177	-5.81852	0.0159616	AT2G13070	pseudo
257192_at	0.6302212	3.47E-01	-0.95613449	-5.818536	0.01591777	EMB2769	protein embryo defective 2769
256103_at	0.6302212	3.47E-01	-0.95611308	-5.818555	0.01584065	AT1G13540	hypothetical protein
263761_at	0.6303433	3.47E-01	0.95592156	-5.818732	0.0158331	FBA1	fructose-bisphosphate aldolase 1
259263_at	0.6304723	3.48E-01	0.95572233	-5.818916	0.01582372	AT3G01010	UDP-glucose/GDP-mannose dehydrogenase-like protein
255162_at	0.6304813	3.48E-01	0.95565645	-5.818977	0.01576603	AT4G07840	pseudo
262662_at	0.6307414	3.48E-01	0.95531161	-5.819296	0.01573271	AT1G13920	Remorin family protein
265945_at	0.6308124	3.48E-01	0.95512866	-5.819465	0.01564459	CKX2	cytokinin oxidase 2
260642_at	0.6308124	3.48E-01	-0.95512102	-5.819472	0.01564326	AT1G53260	hypothetical protein
262734_at	0.6308631	3.48E-01	-0.95500877	-5.819575	0.01558328	AT1G28640	GDSL esterase/lipase
265624_at	0.6309012	3.48E-01	-0.9548706	-5.819703	0.01553267	CLV3	protein CLAVATA 3
246381_at	0.6309012	3.48E-01	0.95485474	-5.819718	0.01551764	AT1G39430	pseudo
266517_at	0.6309121	3.48E-01	0.95478667	-5.81978	0.01544394	AT2G35120	glycine cleavage system H protein 2
261770_at	0.6310171	3.48E-01	-0.95461418	-5.81994	0.01543112	AT1G76140	prolyl oligopeptidase
261410_at	0.6311065	3.48E-01	-0.95445901	-5.820083	0.01538541	MT1C	metallothionein 1C
266031_at	0.631165	3.48E-01	0.95433819	-5.820194	0.01536842	AT2G05880	pseudo
258433_at	0.6311924	3.48E-01	0.95417637	-5.820344	0.01536485	TCTP	translationally-controlled tumor protein-like protein
253094_at	0.6311924	3.48E-01	0.95416585	-5.820353	0.01535438	AT4G37480	chaperone DnaJ-domain-containing protein
262035_at	0.6311924	3.48E-01	-0.95408069	-5.820432	0.01531318	AT1G37110	pseudo
263103_at	0.6311924	3.48E-01	0.95405627	-5.820454	0.01526666	AT2G05290	pseudo
251898_at	0.6311924	3.48E-01	0.95402355	-5.820484	0.0152428	AP3	Floral homeotic protein APETALA 3
248292_at	0.6311924	3.48E-01	-0.95397258	-5.820532	0.01523338	AT5G53030	hypothetical protein
254320_at	0.6313674	3.49E-01	-0.9537142	-5.82077	0.01521057	AT4G22580	Exostosin family protein
246022_at	0.6313674	3.49E-01	0.95365825	-5.820821	0.01520431	AT5G21110	hypothetical protein
258652_at	0.6313674	3.49E-01	0.95350552	-5.820962	0.01518696	RABC2b	RAB GTPase-like protein C2B
252932_at	0.6313674	3.49E-01	0.95346042	-5.821004	0.01517389	VHA-A3	vacuolar proton ATPase A3
260355_at	0.6313674	3.49E-01	0.95345651	-5.821007	0.0151381	CRC	putative transcription factor CRABS CLAW
253766_at	0.6313674	3.49E-01	-0.95343516	-5.821027	0.01513379	AT4G28770	tetraspanin family protein
257839_at	0.6313674	3.49E-01	-0.95338719	-5.821071	0.01513279	AT3G25080	hypothetical protein
266624_s_at	0.6313852	3.49E-01	0.95331166	-5.821141	0.015129	PRS2///AT2G35390	ribose-phosphate pyrophosphokinase 2///ribose-phosphate pyrophosphokinase 1
260039_at	0.631587	3.49E-01	0.95302684	-5.821403	0.01502976	CLE12	protein CLAVATA3/ESR-related 12
245194_at	0.631587	3.49E-01	0.95297584	-5.82145	0.01498636	AT1G67820	putative protein phosphatase 2C 14
252859_at	0.6316017	3.49E-01	0.95290363	-5.821517	0.01496782	AT4G39780	ethylene-responsive transcription factor ERF060
249316_s_at	0.6316067	3.49E-01	-0.95280066	-5.821612	0.01495088	GSTT2///GSTT3	glutathione S-transferase THETA 2///glutathione S-transferase THETA 3
265267_at	0.6316067	3.49E-01	-0.95278637	-5.821625	0.01492783	AT2G42920	pentatricopeptide repeat-containing protein
267168_at	0.6317213	3.49E-01	-0.95260331	-5.821793	0.01488254	AT2G37770	aldo-keto reductase family 4 member C9
259373_at	0.6317279	3.49E-01	0.95244966	-5.821935	0.01485947	AT1G69160	hypothetical protein
252523_at	0.6317279	3.49E-01	0.95240867	-5.821973	0.01476625	AT3G46400	Leucine-rich repeat protein kinase family protein
253801_at	0.6317279	3.49E-01	0.95240453	-5.821976	0.01475895	AT4G28170	hypothetical protein
260453_s_at	0.6317279	3.49E-01	0.95234588	-5.82203	0.01474801	AT1G72510///AT2G09970	hypothetical protein///hypothetical protein
244916_at	0.6317279	3.49E-01	0.95231687	-5.822057	0.01474733	ArthMp077	hypothetical protein
263698_at	0.6318342	3.49E-01	0.95214305	-5.822217	0.01473315	AT1G31100	pseudo
258788_at	0.6320084	3.50E-01	0.95178859	-5.822543	0.01470221	AT3G11780	MD-2-related lipid recognition domain-containing protein
264684_at	0.6320084	3.50E-01	0.95177987	-5.822551	0.01468605	HEXO3	beta-hexosaminidase 3
266124_at	0.6320084	3.50E-01	0.95172697	-5.8226	0.01466083	cycp3;1	cyclin p3;1
254826_at	0.6320084	3.50E-01	0.95172633	-5.822601	0.01457573	AT4G12640	RNA recognition motif (RRM)-containing protein
256577_at	0.6320486	3.50E-01	0.9516258	-5.822693	0.01448939	AT3G28220	TRAF-like family protein
266266_at	0.6320618	3.50E-01	0.95155538	-5.822758	0.01446208	ENOC	putative phosphoenolpyruvate enolase
252716_at	0.632108	3.50E-01	0.95141052	-5.822891	0.01445712	DCL3	endoribonuclease Dicer-like 3
256262_at	0.632108	3.50E-01	0.95131713	-5.822977	0.01444575	AT3G12150	hypothetical protein
245071_at	0.632108	3.50E-01	0.95121747	-5.823069	0.01436602	AT2G23230	putative terpenoid synthase 5
265444_s_at	0.632108	3.50E-01	0.9511895	-5.823095	0.01434425	RD28///PIP2B	aquaporin PIP2-3///aquaporin PIP2-2
247203_at	0.632108	3.50E-01	0.95115161	-5.823129	0.01430663	AT5G65180	ENTH/VHS family protein
257641_s_at	0.632108	3.50E-01	0.95113671	-5.823143	0.01416984	AOC2///AOC1	allene oxide cyclase 2///allene oxide cyclase 1
252048_at	0.632108	3.50E-01	0.95111347	-5.823164	0.01408584	AT3G52500	aspartyl protease family protein
261923_at	0.6324275	3.50E-01	0.95070298	-5.823542	0.01408498	UGT85A3	UDP-glucosyl transferase 85A3
260378_at	0.6324545	3.50E-01	-0.95058008	-5.823655	0.01404835	ARP4A	actin-related protein 4A
253232_at	0.6324545	3.50E-01	-0.9505614	-5.823672	0.01401451	TAF8	TBP-associated factor 8
254938_at	0.6328755	3.50E-01	0.95003828	-5.824153	0.01401414	OPT7	oligopeptide transporter 7
249310_at	0.6328844	3.50E-01	0.94997262	-5.824213	0.0139663	AT5G41520	40S ribosomal protein S10-2
257806_at	0.6329442	3.51E-01	0.94982923	-5.824345	0.01396473	AT3G18670	ankyrin repeat-containing protein
265882_at	0.6329442	3.51E-01	0.94979464	-5.824377	0.01394054	AT2G42490	copper amine oxidase family protein
252456_at	0.6329591	3.51E-01	0.94972237	-5.824443	0.01390875	AT3G47170	HXXXD-type acyl-transferase family protein
246604_at	0.6331566	3.51E-01	0.94944741	-5.824695	0.01390671	AT5G35310	pseudo
255507_at	0.633158	3.51E-01	-0.94939011	-5.824748	0.01387533	MOS6	Importin alpha 3
251423_at	0.6331667	3.51E-01	0.94932463	-5.824808	0.01379342	CYCP3;2	cyclin p3;2
265007_s_at	0.6333194	3.51E-01	0.94907178	-5.82504	0.01379106	RALFL9///RALFL8	protein RALF-like 9///protein RALF-like 8
256782_at	0.6333194	3.51E-01	0.94899998	-5.825106	0.01378662	AT3G13660	"disease resistance-responsive, dirigent domain-containing protein"
260326_at	0.6333194	3.51E-01	0.94898789	-5.825117	0.01377265	AtMYB103	myb domain protein 103
251770_at	0.6335268	3.51E-01	-0.94870205	-5.825379	0.01376229	JRG21	jasmonate-regulated protein JRG21
248631_at	0.6335317	3.51E-01	-0.94854857	-5.82552	0.01374353	AT5G49000	F-box/kelch-repeat protein
259936_at	0.6335317	3.51E-01	-0.94852302	-5.825544	0.01366177	EBS1	UDP-glucose:glycoprotein glucosyltransferase
246717_at	0.6335317	3.51E-01	-0.94838663	-5.825669	0.01354366	AT5G28920	hypothetical protein
253952_at	0.6335317	3.51E-01	-0.94836465	-5.825689	0.0134949	SUMO1	small ubiquitin-related modifier 1
254131_at	0.6335317	3.51E-01	-0.94829666	-5.825751	0.01347142	FC2	LAMMER-type protein kinase AFC2
261267_at	0.6335317	3.51E-01	0.94827069	-5.825775	0.01341643	AT1G26750	hypothetical protein
265538_at	0.6335317	3.51E-01	-0.94825132	-5.825793	0.01340254	AT2G15860	hypothetical protein
255339_at	0.6335317	3.51E-01	-0.94825035	-5.825794	0.01340186	AT4G04480	hypothetical protein
253640_at	0.633618	3.51E-01	0.94809887	-5.825933	0.01334663	AT4G30630	hypothetical protein
258410_at	0.6336704	3.51E-01	-0.94793832	-5.82608	0.01330479	AT3G16780	60S ribosomal protein L19-2
252097_at	0.6336704	3.51E-01	0.9479292	-5.826088	0.01328137	AT3G51090	hypothetical protein
254202_at	0.633786	3.52E-01	0.94774525	-5.826257	0.01325987	AT4G24140	"hydrolase, alpha/beta fold family protein"
265371_at	0.6337938	3.52E-01	-0.94768082	-5.826316	0.0132476	AT2G06490	pseudo
266123_at	0.6338158	3.52E-01	0.94760062	-5.826389	0.01318969	AT2G45180	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
264453_at	0.6338426	3.52E-01	-0.94751509	-5.826468	0.01317587	AT1G10300	nucleolar GTP-binding protein
253290_at	0.633915	3.52E-01	-0.9473791	-5.826592	0.0130997	AT4G34330	hypothetical protein
259571_at	0.6342246	3.52E-01	0.94690537	-5.827026	0.01307154	AT1G20410	Pseudouridine synthase family protein
250580_at	0.6342246	3.52E-01	-0.94688876	-5.827042	0.01306504	GDH2	glutamate dehydrogenase 2
267370_at	0.6342246	3.52E-01	0.94686847	-5.82706	0.01303237	AT2G44525	hypothetical protein
264491_at	0.6344674	3.52E-01	0.94653385	-5.827367	0.01302485	AT1G27410	DNA repair metallo-beta-lactamase family protein
247200_at	0.6344674	3.52E-01	-0.9464877	-5.827409	0.01295218	AT5G65120	hypothetical protein
251432_at	0.6344895	3.52E-01	-0.94631399	-5.827568	0.01294635	AT3G59820	LETM1-like protein
253631_at	0.6344895	3.52E-01	0.94630319	-5.827578	0.01293569	GAE1	UDP-D-glucuronate 4-epimerase 1
260229_at	0.6344895	3.52E-01	0.94629592	-5.827584	0.01290829	AT1G74370	RING/U-box domain-containing protein
244922_s_at	0.6345523	3.52E-01	-0.94617063	-5.827699	0.01283395	AT2G07674///ArthMp088	hypothetical protein///hypothetical protein
251177_at	0.6348396	3.53E-01	-0.94579636	-5.828041	0.01280578	AT3G63400	cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
256587_at	0.6348529	3.53E-01	-0.94564731	-5.828178	0.01272582	AT3G28780	hypothetical protein
266438_at	0.6348529	3.53E-01	0.94563117	-5.828193	0.01267782	AT2G43180	phosphoenolpyruvate carboxylase-like protein
245954_at	0.6348529	3.53E-01	0.94561439	-5.828208	0.0125504	FRS10	putative protein FAR1-related sequence 10
264530_at	0.6350589	3.53E-01	0.94531831	-5.828479	0.01253063	AT1G30780	FAD-binding Berberine family protein
260160_at	0.6350589	3.53E-01	0.94526058	-5.828531	0.01246589	AT1G79880	RNA recognition motif (RRM)-containing protein
260527_at	0.6350589	3.53E-01	-0.94521876	-5.82857	0.01240522	AT2G47270	transcription factor UPBEAT1
247560_at	0.6351082	3.53E-01	0.94510843	-5.828671	0.01238506	AT5G61090	"polynucleotidyl transferase, ribonuclease H-like superfamily protein"
250299_at	0.6353927	3.53E-01	-0.94470499	-5.829039	0.01237502	AT5G11910	alpha/beta-Hydrolases superfamily protein
248534_at	0.6353927	3.53E-01	0.94468171	-5.829061	0.01229702	AT5G50030	plant invertase/pectin methylesterase inhibitor superfamily protein
267554_at	0.6354158	3.53E-01	-0.94460033	-5.829135	0.0122585	AT2G32790	ubiquitin-conjugating enzyme E2 D/E
258350_at	0.6355831	3.53E-01	0.94435922	-5.829355	0.01215623	CIPK1	CBL-interacting serine/threonine-protein kinase 1
254293_at	0.635633	3.53E-01	0.94424821	-5.829457	0.01214064	IQD22	protein IQ-domain 22
247390_at	0.635655	3.53E-01	0.94415893	-5.829538	0.01213612	AT5G63520	hypothetical protein
251048_at	0.635655	3.53E-01	0.94411239	-5.829581	0.01211918	AT5G02410	"alpha-1,2-glucosyltransferase"
265421_s_at	0.6359453	3.54E-01	0.94372051	-5.829939	0.01207704	AT2G20815///AT2G20616	hypothetical protein///hypothetical protein
253288_at	0.6359453	3.54E-01	0.94367935	-5.829976	0.01202433	AT4G34310	alpha/beta-Hydrolases superfamily protein
259645_at	0.6360963	3.54E-01	-0.94345632	-5.83018	0.01200771	BIM2	transcription factor BIM2
254253_at	0.636338	3.54E-01	-0.94310607	-5.830499	0.011997	CRK24	cysteine-rich receptor-like protein kinase 24
250382_at	0.636338	3.54E-01	0.94307717	-5.830526	0.01196445	AT5G11580	regulator of chromosome condensation repeat-containing protein
266931_at	0.6365935	3.54E-01	-0.94273863	-5.830835	0.01195195	AT2G07730	pseudo
267250_at	0.6369817	3.54E-01	0.94225327	-5.831277	0.01191557	AT2G23060	acyl-CoA N-acyltransferase-like protein
255020_at	0.6370066	3.54E-01	-0.94216995	-5.831353	0.01188362	AT4G10320	"tRNA synthetase class I (I, L, M and V) family protein"
254692_at	0.6370269	3.54E-01	0.94199108	-5.831516	0.01187492	AT4G17860	hypothetical protein
263849_at	0.6370269	3.54E-01	-0.94198472	-5.831522	0.01171895	AT2G04490	pseudo
253524_at	0.6370269	3.54E-01	0.94192691	-5.831575	0.01169526	AT4G31430	hypothetical protein
258500_at	0.6370269	3.55E-01	-0.94184044	-5.831653	0.01167737	CPuORF9///SAMDC	conserved peptide upstream open reading frame 9///conserved peptide upstream open reading frame 9
261313_at	0.6370269	3.55E-01	0.94183435	-5.831659	0.01163036	DD11	protein downregulated in DIF1 11
265954_at	0.6370269	3.55E-01	0.941813	-5.831678	0.01150392	TTG2	WRKY transcription factor 44
264668_at	0.6370893	3.55E-01	-0.94168824	-5.831792	0.01149732	AT1G09780	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1"
254634_at	0.6372456	3.55E-01	0.94145952	-5.832	0.01149612	AT4G18650	transcription factor-related protein
249708_at	0.6372807	3.55E-01	-0.94136492	-5.832087	0.01144635	AT5G35660	glycine-rich protein
255092_s_at	0.6372907	3.55E-01	-0.94124322	-5.832197	0.01144053	AT4G09400	pseudo
