ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
253070_at	0.2919099	8.05E-02	1.8149476	-4.715988	0.24031748	AT4G37850	transcription factor bHLH25
246595_at	0.2919156	8.05E-02	-1.81485625	-4.716135	0.24031227	FDH	formate dehydrogenase
249750_at	0.2919975	8.06E-02	1.81458672	-4.71657	0.24026629	AT5G24570	hypothetical protein
256001_at	0.2919975	8.06E-02	-1.81455027	-4.716629	0.24021582	AT1G29850	double-stranded DNA-binding protein
261384_at	0.292037	8.06E-02	1.81439979	-4.716871	0.24018784	AT1G05440	C-8 sterol isomerase
248971_at	0.2926026	8.08E-02	-1.81326517	-4.718701	0.24005229	AT5G45000	TIR-NBS-LRR class disease resistance protein
255857_at	0.2926026	8.08E-02	1.81317007	-4.718854	0.24005211	ABA4	abscisic acid (aba)-deficient 4 protein
263888_at	0.2926026	8.08E-02	1.81316742	-4.718858	0.24003857	AT2G37000	transcription factor TCP11
266047_at	0.2926832	8.08E-02	1.81294534	-4.719216	0.24003576	AT2G40800	hypothetical protein
260409_at	0.2928669	8.09E-02	1.81254349	-4.719864	0.24003052	SHW1	serine-arginine-aspartate-rich protein SHW1
258082_at	0.2929125	8.09E-02	1.81238251	-4.720123	0.23989141	CLE27	protein CLAVATA3/ESR-related 27
261033_at	0.2929827	8.10E-02	-1.81217879	-4.720451	0.23988004	JAZ5	protein TIFY 11A
257151_at	0.2932907	8.11E-02	1.81156057	-4.721447	0.23974335	AT3G27200	plastocyanin-like domain-containing protein
259473_at	0.29348	8.11E-02	1.81114946	-4.722109	0.23964219	AT1G19025	DNA repair metallo-beta-lactamase family protein
259240_at	0.2935361	8.12E-02	1.81097041	-4.722398	0.23962342	AT3G11590	hypothetical protein
254971_at	0.2935487	8.12E-02	1.8108672	-4.722564	0.23961561	NIP5;1	putative aquaporin NIP5-1
250708_at	0.2935949	8.12E-02	1.81070538	-4.722824	0.23947962	RBE	putative transcriptional regulator RABBIT EARS
246850_at	0.2936852	8.12E-02	-1.81039733	-4.72332	0.23946929	LON1	lon protease 1
250367_s_at	0.2936852	8.12E-02	-1.81038566	-4.723339	0.23939186	AT5G11200///AT5G11170	DEAD-box ATP-dependent RNA helicase 56///DEAD-box ATP-dependent RNA helicase 15
264404_at	0.2937116	8.13E-02	1.81019809	-4.723641	0.23933241	CYP82F1	"cytochrome P450, family 82, subfamily F, polypeptide 1"
244902_at	0.2937116	8.13E-02	-1.81011433	-4.723776	0.23932654	nad4L	NADH dehydrogenase subunit 4L
257870_at	0.2937116	8.13E-02	1.8100456	-4.723886	0.23928647	AT3G28490	Oxoglutarate/iron-dependent oxygenase
254100_at	0.2937116	8.13E-02	1.80999467	-4.723968	0.23923599	AT4G25020	D111/G-patch domain-containing protein
261365_at	0.2937116	8.13E-02	-1.80986524	-4.724177	0.23923415	AT1G53110	putative proton pump interactor protein
256074_at	0.2937116	8.14E-02	-1.80965082	-4.724522	0.23918255	AT1G18260	Hrd3/Sel1L-like protein
266564_at	0.2937116	8.14E-02	-1.80964802	-4.724526	0.23918162	scpl22	serine carboxypeptidase-like 22
249535_at	0.2937116	8.14E-02	1.80960038	-4.724603	0.23905808	AT5G38820	putative amino acid transporter
259895_at	0.2937116	8.14E-02	1.80955051	-4.724683	0.23902442	PFI	tubulin folding cofactor E / Pfifferling (PFI)
255237_at	0.2937116	8.14E-02	1.80952716	-4.724721	0.23901835	AT4G05550	pseudo
247453_at	0.2938256	8.14E-02	-1.80924762	-4.72517	0.23898213	AT5G62440	hypothetical protein
253508_at	0.2939836	8.15E-02	1.80889148	-4.725743	0.23893755	AT4G31680	transcriptional factor B3 family protein
257570_at	0.2939894	8.15E-02	1.80875962	-4.725956	0.23893356	AT3G13662	Disease resistance-responsive (dirigent-like protein) family protein
251327_at	0.2939894	8.15E-02	-1.80871903	-4.726021	0.23884528	AT3G61540	peptidase family protein
248511_at	0.29438	8.16E-02	1.8079307	-4.727289	0.23883582	CPI1	cyclopropyl isomerase
259264_at	0.29438	8.16E-02	-1.80787761	-4.727374	0.23881771	AT3G01260	aldose 1-epimerase-like prtotein
248114_at	0.294776	8.18E-02	1.80710863	-4.728611	0.23871742	AT5G55370	putative long-chain-alcohol O-fatty-acyltransferase 2
261103_s_at	0.2947768	8.18E-02	1.80702621	-4.728743	0.23870716	AT1G63140///AT1G62900	O-methyltransferase 4///S-adenosyl-L-methionine-dependent methyltransferase-like protein
264416_at	0.2948994	8.18E-02	-1.80673224	-4.729216	0.23867576	AT1G43140	Cullin family protein
244967_at	0.294949	8.19E-02	1.80652399	-4.72955	0.23854337	psaJ	photosystem I subunit IX
257729_at	0.294949	8.19E-02	1.80648384	-4.729615	0.23853257	HDA15	histone deacetylase 15
260023_at	0.2949798	8.19E-02	-1.80634932	-4.729831	0.23852985	GA2OX2	gibberellin 2-beta-dioxygenase 2
246606_at	0.295022	8.19E-02	1.8061951	-4.730079	0.23848286		
262909_at	0.2950568	8.19E-02	1.80605352	-4.730306	0.23841769	PP2A-1	serine/threonine-protein phosphatase PP2A-1 catalytic subunit
259055_at	0.295363	8.20E-02	-1.80544154	-4.731289	0.23830544	UNE6	protein UNFERTILIZED EMBRYO SAC 6
254958_at	0.2955282	8.21E-02	1.80507427	-4.731879	0.2382335	NDPK3	nucleoside diphosphate kinase 3
252832_at	0.2956243	8.21E-02	-1.80482668	-4.732277	0.2380993	UBP3	ubiquitin-specific protease 3
249452_at	0.2956303	8.22E-02	1.8047168	-4.732453	0.23799318	GNL1	ARF guanine-nucleotide exchange factor GNL1
259043_at	0.2956303	8.22E-02	-1.8046541	-4.732554	0.2379345	AT3G03440	ARM repeat superfamily protein
246171_at	0.2958275	8.22E-02	-1.8042316	-4.733233	0.23791472	AT5G32440	ubiquitin system component Cue protein
253587_at	0.2958749	8.23E-02	1.80405556	-4.733515	0.23786473	AT4G30770	putative membrane lipoprotein
253750_at	0.2958749	8.23E-02	-1.8039876	-4.733624	0.23783724	AT4G29000	Tesmin/TSO1-like CXC domain-containing protein
253308_at	0.2961958	8.24E-02	1.80335128	-4.734646	0.23782709	AGD2	LL-diaminopimelate aminotransferase
257734_at	0.2966436	8.25E-02	-1.80238048	-4.736203	0.23780916	ATSYTF	protein ATSYTF
257263_at	0.2966436	8.25E-02	1.80236984	-4.73622	0.23774749	AT3G22070	proline-rich family protein
245491_at	0.2966436	8.25E-02	1.80229493	-4.736341	0.23772714	LDL3	protein LSD1-like 3
261563_at	0.2966436	8.26E-02	1.80222005	-4.736461	0.23768107	AT1G01630	protein sec fourteen-like protein-20
262786_at	0.2966436	8.26E-02	1.80209038	-4.736669	0.23763769	AT1G10740	alpha/beta-Hydrolases superfamily protein
255927_at	0.2966436	8.26E-02	1.80203706	-4.736754	0.23763622	AT1G12630	dehydration-responsive element-binding protein A-4
255492_at	0.2966436	8.26E-02	1.80194434	-4.736903	0.23763119	EOL1	ETO1-like protein 1
262098_at	0.2966436	8.26E-02	-1.80192943	-4.736927	0.23759117	NF-YC2	nuclear transcription factor Y subunit C-2
254416_at	0.2968807	8.27E-02	-1.80143891	-4.737714	0.23754117	RK3	receptor kinase 3
263883_at	0.2969979	8.27E-02	1.80115574	-4.738168	0.23751199	AT2G21830	Cysteine/Histidine-rich C1 domain family protein
261966_x_at	0.2970614	8.28E-02	1.80091803	-4.738549	0.23750893	AT1G36470	pseudo
246350_at	0.2970614	8.28E-02	1.80088429	-4.738603	0.23746629	AT1G16650	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
261201_at	0.2972775	8.28E-02	1.80043052	-4.73933	0.23737249	AT1G12850	phosphoglycerate mutase-like protein
256976_at	0.2974018	8.29E-02	1.80013526	-4.739803	0.23735796	AT3G21020	pseudo
249052_at	0.2975362	8.29E-02	1.7997976	-4.740345	0.23735392	PDF1.2	ethylene- and jasmonate-responsive plant defensin
256733_at	0.2975362	8.30E-02	-1.79972664	-4.740458	0.2372916	AT3G30370	hypothetical protein
246415_at	0.2975362	8.30E-02	1.79966097	-4.740564	0.23723417	AT5G17160	hypothetical protein
265803_at	0.2976988	8.30E-02	-1.79926565	-4.741197	0.23719117	AT2G18115	pseudo
257886_at	0.2976988	8.30E-02	1.79921891	-4.741272	0.23710688	AT3G17060	putative pectinesterase
256962_at	0.2977645	8.31E-02	-1.79899781	-4.741626	0.23707628	AT3G13560	"glucan endo-1,3-beta-glucosidase 4"
265640_at	0.2977645	8.31E-02	1.798944	-4.741712	0.23707231	AT2G27390	proline-rich family protein
253958_at	0.29779	8.31E-02	-1.79874384	-4.742033	0.23706715	AT4G26400	RING/U-box domain-containing protein
255629_at	0.29779	8.31E-02	-1.79873849	-4.742041	0.23698242	ATOZI1	putative pathogenesis-related protein ATOZI1
260692_at	0.2978959	8.32E-02	1.7984752	-4.742463	0.23691478	AT1G32430	F-box and associated interaction domains-containing protein
250257_at	0.2979604	8.32E-02	1.79825354	-4.742818	0.2368566	AT5G13770	pentatricopeptide repeat-containing protein
260428_at	0.2979604	8.32E-02	-1.79820245	-4.7429	0.23676594	AT1G72340	eukaryotic translation initiation factor 2B domain-containing protein
246226_at	0.2981405	8.33E-02	1.79781169	-4.743526	0.23673168	HCF164	thioredoxin-like protein HCF164
260597_at	0.2982544	8.33E-02	-1.79753489	-4.743969	0.23672476	AT1G55915	zinc ion binding protein
248645_at	0.2984905	8.34E-02	1.7970482	-4.744748	0.23669447	GEX2	protein GAMETE EXPRESSED 2
264673_at	0.2986614	8.35E-02	1.79667363	-4.745347	0.23668846	ATP-PRT2	ATP phosphoribosyl transferase 2
265738_at	0.2987024	8.35E-02	-1.7964926	-4.745637	0.23664225	QPT	quinolinate phoshoribosyltransferase
257053_at	0.2987024	8.35E-02	-1.79644161	-4.745719	0.23646692	ERF4	ethylene-responsive transcription factor 4
256769_at	0.2987547	8.35E-02	1.79627086	-4.745992	0.23644925	AT3G13690	protein kinase protein with adenine nucleotide alpha hydrolases-like domain-containing protein
252649_at	0.2987661	8.35E-02	-1.79617064	-4.746152	0.23644131	HDA9	histone deacetylase 9
265028_at	0.2988296	8.36E-02	-1.79591763	-4.746557	0.23643911	AT1G24530	transducin/WD-40 repeat-containing protein
263292_at	0.2988296	8.36E-02	-1.7959	-4.746585	0.2364247	AT2G10900	pseudo
262827_at	0.2988945	8.36E-02	1.79570781	-4.746892	0.23629907	CYP71B29	cytochrome P450 71B29
261785_at	0.2990509	8.37E-02	1.79531541	-4.74752	0.23629726	AT1G08230	GABA transporter 1
267637_at	0.2990509	8.37E-02	1.79527774	-4.74758	0.23621592	AT2G42190	hypothetical protein
267320_at	0.2991197	8.37E-02	-1.79507901	-4.747898	0.23619656	AT2G19300	hypothetical protein
258741_at	0.2991869	8.37E-02	-1.79488294	-4.748212	0.23614193	LON4	lon protease 4
251518_at	0.2992433	8.38E-02	1.79465664	-4.748574	0.23612094	AT3G59390	hypothetical protein
257631_at	0.2992433	8.38E-02	-1.7946248	-4.748624	0.23608538	CYP71B17	cytochrome P450 71B17
266315_at	0.2995546	8.39E-02	-1.79401013	-4.749607	0.23589778	SE	serrate RNA effector molecule
261098_at	0.299652	8.40E-02	1.79350412	-4.750416	0.23585109	AT1G62970	chaperone DnaJ-domain containing protein
250080_at	0.299652	8.40E-02	1.79346825	-4.750473	0.23584808	TIC40	protein TIC 40
257057_at	0.299652	8.40E-02	1.79345426	-4.750496	0.23583698	AT3G15310	pseudo
244995_at	0.299652	8.40E-02	1.79343265	-4.75053	0.23578153	atpI	ATPase IV subunit
246212_at	0.299652	8.40E-02	1.79330443	-4.750735	0.23574866	SPT	transcription factor SPATULA
254523_at	0.299652	8.40E-02	-1.79326226	-4.750802	0.2357417	FRS1	protein FAR1-related sequence 1
258862_at	0.299652	8.40E-02	-1.79321044	-4.750885	0.23562138	MPPBETA	probable mitochondrial-processing peptidase subunit beta
246848_at	0.299652	8.40E-02	1.79319467	-4.75091	0.23560873	AT5G26840	hypothetical protein
245025_at	0.299652	8.40E-02	1.79311736	-4.751034	0.23551297	atpF	ATPase subunit I
261611_at	0.2997437	8.41E-02	1.79287961	-4.751414	0.23543579	AT1G49730	probable receptor-like protein kinase
259140_at	0.2997966	8.41E-02	1.79270845	-4.751687	0.23541857	LYC	lycopene beta cyclase
258608_at	0.2998206	8.41E-02	-1.79258664	-4.751882	0.23524794	AT3G03020	hypothetical protein
264657_at	0.2999006	8.42E-02	-1.79236902	-4.752229	0.23519671	RPT5B	26S proteasome AAA-ATPase subunit RPT5B
245390_at	0.299931	8.42E-02	-1.79223639	-4.752441	0.23519457	AT4G17650	polyketide cyclase / dehydrase and lipid transport protein
255449_at	0.3001113	8.42E-02	1.79184698	-4.753063	0.23516842	AT4G02820	pentatricopeptide repeat-containing protein
256801_at	0.3001215	8.43E-02	1.79169001	-4.753314	0.23514807	CYP705A30	"cytochrome P450, family 705, subfamily A, polypeptide 30"
263882_at	0.3001215	8.43E-02	1.79166848	-4.753348	0.23507868	RNR1	ribonucleoside-diphosphate reductase large subunit
247733_at	0.300259	8.43E-02	1.7913526	-4.753853	0.23498737	AT5G59610	chaperone DnaJ-domain containing protein
246079_at	0.3003549	8.44E-02	1.79110786	-4.754243	0.23492494	AT5G20450	hypothetical protein
260013_at	0.3003994	8.44E-02	1.79095135	-4.754493	0.23491897	ANN5	annexin D5
256086_at	0.300488	8.44E-02	-1.79071912	-4.754864	0.23482205	AT1G20770	hypothetical protein
245482_at	0.3008552	8.46E-02	1.78980923	-4.756316	0.23476773	AT4G16180	hypothetical protein
247503_at	0.3008552	8.46E-02	1.78978094	-4.756361	0.23476631	AGD1	ADP-ribosylation factor GTPase-activating protein AGD1
254787_at	0.3008552	8.46E-02	1.78977939	-4.756363	0.23474893	AT4G12690	hypothetical protein
246213_at	0.3008552	8.46E-02	-1.78976947	-4.756379	0.23465441	LCB1	serine palmitoyltransferase
246148_at	0.3010243	8.46E-02	-1.78940003	-4.756969	0.23462703	AT5G19960	RNA recognition motif-containing protein
252850_at	0.3010383	8.47E-02	1.78929554	-4.757135	0.23461156	AT4G39880	ribosomal protein L23/L15e family protein
252546_at	0.3010458	8.47E-02	-1.78920244	-4.757284	0.23451812	AT3G45830	hypothetical protein
258987_at	0.3012678	8.48E-02	-1.78869482	-4.758093	0.23441039	AT3G08950	copper chaperone SCO1-like protein HCC1
246552_at	0.3012678	8.48E-02	1.78866229	-4.758145	0.23431974	AT5G15420	hypothetical protein
257292_s_at	0.3014871	8.48E-02	-1.78820767	-4.75887	0.23431944	AT3G15600	pseudo
248710_at	0.3015192	8.49E-02	1.78806294	-4.759101	0.2342691	AT5G48480	lactoylglutathione lyase / glyoxalase I-like protein
265009_at	0.3015192	8.49E-02	1.78799208	-4.759214	0.23426255	AT1G24650	leucine-rich repeat protein kinase family protein
256490_at	0.3016993	8.49E-02	1.78756732	-4.759891	0.23422047	AT1G31460	hypothetical protein
260000_at	0.3016993	8.50E-02	1.78739805	-4.760161	0.23421224	MAP70-1	microtubule-associated protein 70-1
251839_at	0.3016993	8.50E-02	-1.78737853	-4.760192	0.23420132	PLA IIIA	patatin-like protein 6
251798_at	0.3016993	8.50E-02	1.78728901	-4.760335	0.2341234	SCL30	SC35-like splicing factor 30
257988_at	0.3016993	8.50E-02	-1.78728291	-4.760344	0.23408752	ZTP29	zinc transporter ZTP29
246185_at	0.301858	8.50E-02	1.78693189	-4.760904	0.23406822	MS3	methionine synthase 3
245438_at	0.3018654	8.51E-02	1.78682139	-4.76108	0.23404093	AT4G16650	O-fucosyltransferase family protein
259750_at	0.3018654	8.51E-02	1.78675869	-4.76118	0.23403347	AT1G71130	ethylene-responsive transcription factor ERF070
266660_at	0.3020074	8.51E-02	1.78643625	-4.761693	0.23402892	AT2G25920	hypothetical protein
250314_at	0.3020127	8.51E-02	-1.7863468	-4.761836	0.23402642	AT5G12190	RNA-binding (RRM/RBD/RNP motifs) family protein
262966_at	0.3020492	8.52E-02	1.7862044	-4.762063	0.23387724	AT1G75760	ER lumen protein retaining receptor family protein
263990_at	0.302141	8.52E-02	1.78596766	-4.76244	0.23387508	PP5.2	serine/threonine-protein phosphatase 5
258844_at	0.3021615	8.52E-02	-1.78585241	-4.762623	0.23383902	SWP	mediator of RNA polymerase II transcription subunit 14
249938_at	0.3022622	8.53E-02	1.78552956	-4.763138	0.23381764	RIN1	RuvB-like protein 1
255917_at	0.3022622	8.53E-02	1.78552028	-4.763152	0.23381362	AT5G28560	hypothetical protein
260677_at	0.3025073	8.54E-02	1.78502274	-4.763945	0.23379955	RNL	tRNA ligase
261377_at	0.30264	8.54E-02	-1.78464918	-4.764539	0.23372577	AT1G18850	hypothetical protein
261449_at	0.30264	8.54E-02	-1.78463644	-4.76456	0.23370983	AT1G21120	O-methyltransferase family protein
249870_at	0.3028035	8.55E-02	-1.78427791	-4.76513	0.2336787	TGH	TATA-box binding protein-interacting protein TOUGH
262992_at	0.3029125	8.55E-02	-1.78401246	-4.765553	0.23367852	ATG12A	ubiquitin-like protein ATG12A
255227_at	0.3029396	8.56E-02	-1.78388607	-4.765754	0.23364825	EDA35	protein EMBRYO SAC DEVELOPMENT ARREST 35
256889_at	0.3029608	8.56E-02	1.78376956	-4.765939	0.23364586	ING1	PHD finger protein ING1
249992_at	0.3029608	8.56E-02	1.78368959	-4.766067	0.23362889	PUCHI	ethylene response factor PUCHI
252267_at	0.3030912	8.56E-02	1.78338656	-4.766549	0.23362542	AT3G49640	aldolase-type TIM barrel family protein
266073_at	0.3030912	8.57E-02	1.78330753	-4.766675	0.23361626	AT2G18770	SR-beta domain-containing protein
259604_at	0.3031412	8.57E-02	-1.78313732	-4.766945	0.23360429	PBG1	20S proteasome beta subunit G1
251937_at	0.3031412	8.57E-02	1.78306209	-4.767065	0.23359461	CPuORF46///AT3G53400	conserved peptide upstream open reading frame 46///hypothetical protein
259491_at	0.3032889	8.57E-02	1.78273098	-4.767592	0.23356825	LHCB6	light harvesting complex photosystem II subunit 6
245395_at	0.3033964	8.58E-02	-1.78246817	-4.76801	0.23356546	AT4G17420	Tryptophan RNA-binding attenuator protein-like protein
247921_at	0.3034175	8.58E-02	-1.7823522	-4.768194	0.23355024	COL5	zinc finger protein CONSTANS-LIKE 5
253775_at	0.3036257	8.59E-02	-1.78188975	-4.768929	0.23352377	AT4G28440	"Nucleic acid-binding, OB-fold-like protein"
260151_at	0.3036257	8.59E-02	1.78183837	-4.769011	0.23347514	AT1G52910	hypothetical protein
251344_at	0.3036933	8.59E-02	-1.78152762	-4.769505	0.23340013	AT3G60920	hypothetical protein
257339_s_at	0.3036933	8.60E-02	-1.78145686	-4.769618	0.23337223	ArthMp004///AT2G07671///atp9	hypothetical protein///ATP synthase subunit C family protein///ATPase subunit 9
257705_at	0.3036933	8.60E-02	-1.78142265	-4.769672	0.23330924	AT3G12760	hypothetical protein
264703_at	0.3036933	8.60E-02	-1.78127055	-4.769914	0.23329805	PP2A	serine/threonine protein phosphatase 2A
261733_at	0.3036933	8.60E-02	-1.78125917	-4.769932	0.23327967	AT1G47830	SNARE-like superfamily protein
260505_at	0.3036933	8.60E-02	1.78121403	-4.770004	0.23326321	CYCA3;4	cyclin-A3-4
250558_at	0.3036933	8.60E-02	1.78116283	-4.770085	0.2332235	TT7	Flavonoid 3'-monooxygenase
247610_at	0.3037973	8.61E-02	-1.78090639	-4.770493	0.23304121	AT5G60630	hypothetical protein
266277_at	0.3038725	8.61E-02	1.78069865	-4.770823	0.23303381	AT2G29310	tropinone reductase-like protein
252583_at	0.3039245	8.61E-02	1.78053041	-4.77109	0.23295233	AT3G45540	RING/U-box protein with C6HC-type zinc finger
256347_at	0.3039458	8.61E-02	1.78038509	-4.771321	0.23291266	AT1G54923	pseudo
248059_at	0.3039458	8.62E-02	1.78026565	-4.771511	0.23289344	TRN1	protein TORNADO 1
250997_at	0.3039458	8.62E-02	1.78021492	-4.771591	0.23288573	AT5G02570	histone H2B
266127_s_at	0.3039458	8.62E-02	-1.78017422	-4.771656	0.23288242	AT1G45332///AT2G45030	elongation factor G///elongation factor EF-G
248776_at	0.3039738	8.62E-02	1.77978413	-4.772276	0.23286763	AT5G47900	hypothetical protein
253367_at	0.3039738	8.62E-02	1.77974361	-4.77234	0.23286753	AT4G33180	"hydrolase, alpha/beta fold family protein"
246367_at	0.3039738	8.62E-02	1.77973244	-4.772358	0.2328522	RHS6	protein ROOT HAIR SPECIFIC 6
249885_at	0.3039738	8.63E-02	1.77965802	-4.772476	0.23280186	F8H	probable glucuronoxylan glucuronosyltransferase F8H
249804_at	0.3039738	8.63E-02	1.77955225	-4.772644	0.23275362	GolS5	galactinol synthase 5
253597_at	0.3039738	8.63E-02	1.7795059	-4.772718	0.23270541	AT4G30690	translation initiation factor IF-3
261084_at	0.3039738	8.63E-02	1.77950159	-4.772725	0.23268678	AT1G07440	NAD(P)-binding Rossmann-fold superfamily protein
253300_at	0.3039738	8.63E-02	1.77944958	-4.772807	0.2326688	BCA5	beta carbonic anhydrase 5
264282_at	0.3039738	8.63E-02	1.77940699	-4.772875	0.23255236	AT1G61840	cysteine/histidine-rich C1 domain-containing protein
245385_at	0.3040939	8.63E-02	-1.77912326	-4.773325	0.2324046	AT4G14020	Rapid alkalinization factor (RALF) family protein
263020_at	0.3041402	8.64E-02	1.77896496	-4.773577	0.23238699	AT1G23880	NHL domain-containing protein
259308_at	0.3041775	8.64E-02	1.77882179	-4.773804	0.23229263	AT3G05180	GDSL esterase/lipase
251075_at	0.3042873	8.64E-02	1.77855568	-4.774227	0.23228033	AT5G01890	leucine-rich receptor-like protein kinase
260459_at	0.3044979	8.65E-02	1.77811883	-4.77492	0.23223417	AT1G68240	transcription factor bHLH109
249126_at	0.3045664	8.66E-02	-1.77790378	-4.775261	0.23223016	TOPP6	type one serine/threonine protein phosphatase 6
248347_at	0.3045664	8.66E-02	-1.77784317	-4.775358	0.23222287	AT5G52250	UV-B induced transducin protein
256737_at	0.3045851	8.66E-02	-1.77773153	-4.775535	0.23220227	AT3G29420	pseudo
263081_at	0.3046908	8.66E-02	1.77747263	-4.775946	0.23217663	BLH5	BEL1-like homeodomain 5
253184_at	0.3047204	8.66E-02	-1.77733595	-4.776163	0.23217232	BSK1	BR-signaling kinase 1
252031_at	0.3047204	8.67E-02	-1.77726295	-4.776278	0.23216093	AT3G52140	tetratricopeptide repeat (TPR)-containing protein
253872_at	0.3048174	8.67E-02	-1.7770188	-4.776666	0.23213898	RD26	NAC transcription factor RD26
245115_at	0.3049875	8.68E-02	1.77664862	-4.777253	0.23211157	SFGH	S-formylglutathione hydrolase
253738_at	0.3049875	8.68E-02	1.77650483	-4.777481	0.2320242	PSAE-1	photosystem I reaction center subunit E
265609_at	0.3049875	8.68E-02	1.77644243	-4.77758	0.23199684	AT2G25420	transducin family protein / WD-40 repeat family protein
265710_at	0.3049875	8.68E-02	1.77641167	-4.777629	0.23199213	AT2G03370	Glycosyltransferase family 61 protein
252820_at	0.3051509	8.69E-02	1.77605532	-4.778194	0.23197255	HA8	H(+)-ATPase 8
244953_s_at	0.305189	8.69E-02	-1.77577346	-4.778641	0.23191373	nad6	NADH dehydrogenase subunit 6
248584_at	0.305189	8.69E-02	1.77573354	-4.778704	0.23190853	AT5G49960	putative ion channel POLLUX
245213_at	0.305189	8.69E-02	1.77564753	-4.778841	0.23188724	NPQ4	photosystem II subunit S
265044_at	0.305189	8.69E-02	-1.77558269	-4.778944	0.23188181	VPS2.3	vacuolar protein sorting-associated protein 2.3
251045_s_at	0.305189	8.69E-02	-1.77555961	-4.77898	0.23183018	AT5G02360	DC1 domain-containing protein
259744_at	0.305189	8.70E-02	1.77551247	-4.779055	0.23182381	KCS7	3-ketoacyl-CoA synthase 7
253135_at	0.3052341	8.70E-02	-1.77535648	-4.779302	0.23180504	ACO1	aconitate hydratase 1
252045_at	0.3053261	8.70E-02	-1.77506171	-4.77977	0.2317452	PUB22	E3 ubiquitin-protein ligase PUB22
262264_at	0.3053261	8.70E-02	-1.7749745	-4.779908	0.23173038	AT1G42470	Patched family protein
258737_at	0.3053261	8.70E-02	1.77496166	-4.779928	0.23158612	AT3G05940	hypothetical protein
253132_at	0.3053391	8.71E-02	-1.77485995	-4.780089	0.23152499	NTL9	NAC transcription factor-like 9
245459_at	0.3054883	8.71E-02	1.77450237	-4.780656	0.23149563	AT4G16980	arabinogalactan family protein
261249_at	0.3054883	8.71E-02	-1.77444839	-4.780742	0.23145343	ARI12	putative E3 ubiquitin-protein ligase ARI12
255928_at	0.3055608	8.72E-02	-1.77424625	-4.781062	0.23141664	AT1G12640	lysophosphatidylcholine acyltransferase 1
246553_at	0.3056084	8.72E-02	-1.77408608	-4.781316	0.2313715	EDL1	EID1-like F-box protein 1
259862_at	0.3056254	8.72E-02	1.77397776	-4.781487	0.23129653	TRFL6	myb family transcription factor TRFL6
258209_at	0.3056541	8.72E-02	-1.77384968	-4.78169	0.23123117	AT3G14060///GAPC1	hypothetical protein///glyceraldehyde-3-phosphate dehydrogenase C subunit 1
260278_at	0.3057517	8.73E-02	1.77360506	-4.782078	0.23122072	WRKY66	putative WRKY transcription factor 66
260584_at	0.3058173	8.73E-02	1.77334612	-4.782488	0.23121216	AT2G43660	carbohydrate-binding X8 domain-containing protein
255959_at	0.3058173	8.73E-02	1.7733351	-4.782505	0.2312046	PIP5K1	phosphatidylinositol-4-phosphate 5-kinase 1
248781_at	0.305912	8.74E-02	-1.77309544	-4.782885	0.23119336	AT5G47870	protein RAD52-2
263955_at	0.3059418	8.74E-02	1.77296558	-4.783091	0.23117522	E2F3	E2F transcription factor 3
248036_at	0.3059424	8.74E-02	-1.77287492	-4.783234	0.23116675	OLI2	ribosome biogenesis protein OLI2
257879_at	0.3059424	8.74E-02	1.77280536	-4.783344	0.23111972	AT3G17160	hypothetical protein
267262_at	0.305966	8.75E-02	1.77255551	-4.78374	0.23109033	SNG1	sinapoylglucose:malate sinapoyltransferase
246901_at	0.305966	8.75E-02	1.77253132	-4.783778	0.23101117	AT5G25630	pentatricopeptide repeat-containing protein
259598_at	0.305966	8.75E-02	-1.77236271	-4.784045	0.2308767	DPL1	Sphingosine-1-phosphate lyase
249344_at	0.305966	8.75E-02	-1.77236005	-4.78405	0.23073533	PHB3	prohibitin 3
262589_s_at	0.305966	8.75E-02	1.77234452	-4.784074	0.2305671	AT1G15160///AT1G15150	MATE efflux family protein///MATE efflux family protein
252510_at	0.305966	8.75E-02	-1.77228828	-4.784163	0.23040342	AT3G46270	receptor protein kinase-like protein
252873_at	0.3059777	8.75E-02	-1.77215911	-4.784368	0.23036898	AT4G40020	Myosin heavy chain-related protein
263494_at	0.3059777	8.76E-02	1.77188337	-4.784804	0.23033111	GRF9	14-3-3-like protein GF14 mu
264209_at	0.3059777	8.76E-02	1.77186228	-4.784838	0.23031292	RABG3B	GTP-binding protein Rab7
259096_at	0.3059777	8.76E-02	1.77184031	-4.784872	0.23030544	AT3G04840	40S ribosomal protein S3a-1
249521_at	0.3059777	8.76E-02	1.77178333	-4.784963	0.23025759	AT5G38690	zinc-finger domain of monoamine-oxidase A repressor R1 protein
257158_at	0.3059777	8.76E-02	1.77175233	-4.785012	0.23020129	AT3G24360	3-hydroxyisobutyryl-CoA hydrolase-like protein 4
266695_at	0.3059777	8.76E-02	1.77171232	-4.785075	0.23015219	AT2G19810	oxidation-related zinc Finger 1
258504_at	0.3059873	8.76E-02	1.77161662	-4.785226	0.23012435	AT3G02590	putative Delta(7)-sterol-C5(6)-desaturase 2
262593_at	0.3060947	8.77E-02	-1.77135593	-4.785639	0.23011953	AT1G15120	ubiquinol-cytochrome C reductase hinge protein
253240_at	0.3061555	8.77E-02	1.77117377	-4.785927	0.23011948	KCS17	3-ketoacyl-CoA synthase 17
